Extract tasks...
Tuning...
n_trial= 360
early_stopping= 120.0
[Task  1/12]  Current/Best:    0.00/   0.00 GFLOPS | Progress: (0/360) | 0.00 seach measure batch cost time: 38.409632444381714
[Task  7/12]  Current/Best:  123.72/ 125.21 GFLOPS | Progress: (72/252) | 386.48 seach measure batch cost time: 40.36264419555664
[Task  7/12]  Current/Best:  115.21/ 125.21 GFLOPS | Progress: (80/252) | 426.84 seach measure batch cost time: 40.470207929611206
[Task  7/12]  Current/Best:  111.17/ 125.21 GFLOPS | Progress: (88/252) | 467.31 seach measure batch cost time: 40.51023030281067
[Task  7/12]  Current/Best:  112.24/ 125.21 GFLOPS | Progress: (96/252) | 507.83 seach measure batch cost time: 40.44362998008728
[Task  7/12]  Current/Best:  119.55/ 125.21 GFLOPS | Progress: (104/252) | 548.27 seach measure batch cost time: 41.13191533088684
[Task  7/12]  Current/Best:  114.73/ 125.21 GFLOPS | Progress: (112/252) | 589.41 seach measure batch cost time: 40.94854426383972
[Task  7/12]  Current/Best:  116.17/ 125.21 GFLOPS | Progress: (120/252) | 630.36 seach measure batch cost time: 41.2121479511261
[Task  7/12]  Current/Best:   66.97/ 125.21 GFLOPS | Progress: (128/252) | 679.81 seach measure batch cost time: 40.616255044937134
[Task  7/12]  Current/Best:  115.81/ 125.21 GFLOPS | Progress: (136/252) | 720.43 seach measure batch cost time: 40.3808867931366
[Task  7/12]  Current/Best:  107.97/ 125.21 GFLOPS | Progress: (144/252) | 760.81 seach measure batch cost time: 40.2393364906311
[Task  7/12]  Current/Best:  101.50/ 125.21 GFLOPS | Progress: (152/252) | 801.05 seach measure batch cost time: 40.36043572425842
[Task  7/12]  Current/Best:   96.84/ 125.21 GFLOPS | Progress: (160/252) | 841.42 seach measure batch cost time: 40.506110191345215
[Task  7/12]  Current/Best:  106.06/ 125.21 GFLOPS | Progress: (168/252) | 881.92 seach measure batch cost time: 40.624351024627686
[Task  7/12]  Current/Best:  107.90/ 125.21 GFLOPS | Progress: (176/252) | 922.55 seach measure batch cost time: 40.46827673912048
[Task  7/12]  Current/Best:  103.16/ 125.21 GFLOPS | Progress: (184/252) | 963.02 seach measure batch cost time: 40.69102621078491
[Task  7/12]  Current/Best:  102.95/ 125.21 GFLOPS | Progress: (192/252) | 1012.09 seach measure batch cost time: 40.1089026927948
[Task  7/12]  Current/Best:  105.28/ 125.21 GFLOPS | Progress: (200/252) | 1052.21 seach measure batch cost time: 40.49811267852783
[Task  7/12]  Current/Best:    9.07/ 125.21 GFLOPS | Progress: (208/252) | 1092.71 seach measure batch cost time: 40.37656569480896
[Task  7/12]  Current/Best:   35.08/ 125.21 GFLOPS | Progress: (216/252) | 1133.09 seach measure batch cost time: 42.09402513504028
[Task  7/12]  Current/Best:   66.42/ 125.21 GFLOPS | Progress: (224/252) | 1175.19 seach measure batch cost time: 41.702260971069336
[Task  7/12]  Current/Best:  100.31/ 125.21 GFLOPS | Progress: (232/252) | 1216.89 seach measure batch cost time: 41.538933753967285
[Task  7/12]  Current/Best:    9.05/ 125.21 GFLOPS | Progress: (240/252) | 1258.43 seach measure batch cost time: 42.17595863342285
[Task  7/12]  Current/Best:   66.11/ 125.21 GFLOPS | Progress: (248/252) | 1300.61 seach measure batch cost time: 23.621899843215942
[Task  7/12]  Current/Best:   67.57/ 125.21 GFLOPS | Progress: (252/252) | 1324.23 smeasure batch cost time: 1290.4952292442322
 Done.
n_trial= 252
early_stopping= 256.0
[Task  8/12]  Current/Best:    0.00/   0.00 GFLOPS | Progress: (0/252) | 0.00 seach measure batch cost time: 40.81235313415527
[Task  8/12]  Current/Best:  105.87/ 122.84 GFLOPS | Progress: (8/252) | 43.12 seach measure batch cost time: 40.82286810874939
[Task  8/12]  Current/Best:  110.24/ 122.84 GFLOPS | Progress: (16/252) | 83.95 seach measure batch cost time: 40.85848903656006
[Task  8/12]  Current/Best:   51.86/ 122.84 GFLOPS | Progress: (24/252) | 124.81 seach measure batch cost time: 40.767080307006836
[Task  8/12]  Current/Best:  102.13/ 122.84 GFLOPS | Progress: (32/252) | 165.58 seach measure batch cost time: 42.60308074951172
[Task  8/12]  Current/Best:   65.75/ 131.54 GFLOPS | Progress: (40/252) | 208.18 seach measure batch cost time: 41.802220821380615
[Task  8/12]  Current/Best:   64.78/ 131.54 GFLOPS | Progress: (48/252) | 249.99 seach measure batch cost time: 41.770360231399536
[Task  8/12]  Current/Best:   68.42/ 131.95 GFLOPS | Progress: (56/252) | 291.76 seach measure batch cost time: 41.76534986495972
[Task  8/12]  Current/Best:   78.43/ 131.95 GFLOPS | Progress: (64/252) | 349.66 seach measure batch cost time: 40.33858799934387
[Task  8/12]  Current/Best:  115.20/ 134.09 GFLOPS | Progress: (72/252) | 390.00 seach measure batch cost time: 40.57054662704468
[Task  8/12]  Current/Best:  120.62/ 134.09 GFLOPS | Progress: (80/252) | 430.57 seach measure batch cost time: 40.51780414581299
[Task  8/12]  Current/Best:  113.91/ 134.09 GFLOPS | Progress: (88/252) | 471.09 seach measure batch cost time: 40.59284710884094
[Task  8/12]  Current/Best:   98.58/ 134.09 GFLOPS | Progress: (96/252) | 511.69 seach measure batch cost time: 40.68606400489807
[Task  8/12]  Current/Best:  123.38/ 134.09 GFLOPS | Progress: (104/252) | 552.37 seach measure batch cost time: 41.484418869018555
[Task  8/12]  Current/Best:  119.21/ 134.09 GFLOPS | Progress: (112/252) | 593.86 seach measure batch cost time: 41.222033739089966
[Task  8/12]  Current/Best:  108.85/ 134.09 GFLOPS | Progress: (120/252) | 635.08 seach measure batch cost time: 40.97514510154724
[Task  8/12]  Current/Best:   77.41/ 134.09 GFLOPS | Progress: (128/252) | 684.80 seach measure batch cost time: 40.59342360496521
[Task  8/12]  Current/Best:  118.80/ 134.09 GFLOPS | Progress: (136/252) | 725.39 seach measure batch cost time: 40.434205770492554
[Task  8/12]  Current/Best:  125.60/ 134.09 GFLOPS | Progress: (144/252) | 765.83 seach measure batch cost time: 40.596014976501465
[Task  8/12]  Current/Best:  103.65/ 134.09 GFLOPS | Progress: (152/252) | 806.43 seach measure batch cost time: 40.920151233673096
[Task  8/12]  Current/Best:   99.21/ 134.09 GFLOPS | Progress: (160/252) | 847.35 seach measure batch cost time: 40.79536771774292
[Task  8/12]  Current/Best:  125.81/ 134.09 GFLOPS | Progress: (168/252) | 888.15 seach measure batch cost time: 40.759302616119385
[Task  8/12]  Current/Best:  108.29/ 134.09 GFLOPS | Progress: (176/252) | 928.91 seach measure batch cost time: 40.67165946960449
[Task  8/12]  Current/Best:  112.80/ 134.09 GFLOPS | Progress: (184/252) | 969.58 seach measure batch cost time: 40.65842819213867
[Task  8/12]  Current/Best:   34.24/ 134.09 GFLOPS | Progress: (192/252) | 1018.84 seach measure batch cost time: 40.964821577072144
[Task  8/12]  Current/Best:  112.06/ 134.09 GFLOPS | Progress: (200/252) | 1059.81 seach measure batch cost time: 40.55445909500122
[Task  8/12]  Current/Best:  111.20/ 134.09 GFLOPS | Progress: (208/252) | 1100.37 seach measure batch cost time: 40.73380732536316
[Task  8/12]  Current/Best:  113.18/ 134.09 GFLOPS | Progress: (216/252) | 1141.10 seach measure batch cost time: 41.079975843429565
[Task  8/12]  Current/Best:   34.98/ 134.09 GFLOPS | Progress: (224/252) | 1182.19 seach measure batch cost time: 41.401875734329224
[Task  8/12]  Current/Best:   33.78/ 134.09 GFLOPS | Progress: (232/252) | 1223.59 seach measure batch cost time: 41.05123734474182
[Task  8/12]  Current/Best:   97.19/ 134.09 GFLOPS | Progress: (240/252) | 1264.64 seach measure batch cost time: 40.82410001754761
[Task  8/12]  Current/Best:   50.18/ 134.09 GFLOPS | Progress: (248/252) | 1305.47 seach measure batch cost time: 22.951756477355957
[Task  8/12]  Current/Best:  105.08/ 134.09 GFLOPS | Progress: (252/252) | 1328.43 smeasure batch cost time: 1292.579836845398
 Done.
n_trial= 252
early_stopping= 192.0
[Task  9/12]  Current/Best:    0.00/   0.00 GFLOPS | Progress: (0/252) | 0.00 seach measure batch cost time: 40.79243993759155
[Task  9/12]  Current/Best:   62.18/ 123.26 GFLOPS | Progress: (8/252) | 43.11 seach measure batch cost time: 40.800575971603394
[Task  9/12]  Current/Best:  107.67/ 123.26 GFLOPS | Progress: (16/252) | 83.91 seach measure batch cost time: 40.8135781288147
[Task  9/12]  Current/Best:   33.43/ 123.26 GFLOPS | Progress: (24/252) | 124.73 seach measure batch cost time: 40.84927725791931
[Task  9/12]  Current/Best:  103.03/ 123.26 GFLOPS | Progress: (32/252) | 165.58 seach measure batch cost time: 41.1191565990448
[Task  9/12]  Current/Best:   17.20/ 123.26 GFLOPS | Progress: (40/252) | 206.70 seach measure batch cost time: 40.9384925365448
[Task  9/12]  Current/Best:   84.06/ 123.26 GFLOPS | Progress: (48/252) | 247.64 seach measure batch cost time: 42.44381809234619
[Task  9/12]  Current/Best:  107.84/ 123.26 GFLOPS | Progress: (56/252) | 290.09 seach measure batch cost time: 41.49507403373718
[Task  9/12]  Current/Best:   73.10/ 123.26 GFLOPS | Progress: (64/252) | 345.15 seach measure batch cost time: 40.937323808670044
[Task  9/12]  Current/Best:  125.44/ 127.50 GFLOPS | Progress: (72/252) | 386.09 seach measure batch cost time: 41.50030875205994
[Task  9/12]  Current/Best:  117.28/ 127.50 GFLOPS | Progress: (80/252) | 427.60 seach measure batch cost time: 41.10374474525452
[Task  9/12]  Current/Best:  110.50/ 127.50 GFLOPS | Progress: (88/252) | 468.70 seach measure batch cost time: 40.62247443199158
[Task  9/12]  Current/Best:  115.61/ 127.50 GFLOPS | Progress: (96/252) | 509.33 seach measure batch cost time: 40.75714302062988
[Task  9/12]  Current/Best:   98.96/ 127.50 GFLOPS | Progress: (104/252) | 550.08 seach measure batch cost time: 40.794602155685425
[Task  9/12]  Current/Best:  115.67/ 127.50 GFLOPS | Progress: (112/252) | 590.88 seach measure batch cost time: 40.80556893348694
[Task  9/12]  Current/Best:  114.07/ 127.50 GFLOPS | Progress: (120/252) | 631.69 seach measure batch cost time: 40.78917479515076
[Task  9/12]  Current/Best:  115.57/ 127.50 GFLOPS | Progress: (128/252) | 680.26 seach measure batch cost time: 40.60366225242615
[Task  9/12]  Current/Best:  116.77/ 127.50 GFLOPS | Progress: (136/252) | 720.87 seach measure batch cost time: 40.752150774002075
[Task  9/12]  Current/Best:  101.34/ 127.50 GFLOPS | Progress: (144/252) | 761.62 seach measure batch cost time: 40.7889039516449
[Task  9/12]  Current/Best:   91.57/ 127.50 GFLOPS | Progress: (152/252) | 802.41 seach measure batch cost time: 40.30623459815979
[Task  9/12]  Current/Best:  102.00/ 127.50 GFLOPS | Progress: (160/252) | 842.72 seach measure batch cost time: 40.26208472251892
[Task  9/12]  Current/Best:   98.99/ 127.50 GFLOPS | Progress: (168/252) | 882.99 seach measure batch cost time: 41.05584406852722
[Task  9/12]  Current/Best:   92.30/ 127.50 GFLOPS | Progress: (176/252) | 924.04 seach measure batch cost time: 41.432677030563354
[Task  9/12]  Current/Best:  106.64/ 127.50 GFLOPS | Progress: (184/252) | 965.48 seach measure batch cost time: 42.40576457977295
[Task  9/12]  Current/Best:   17.56/ 127.50 GFLOPS | Progress: (192/252) | 1016.07 seach measure batch cost time: 40.80412697792053
[Task  9/12]  Current/Best:   97.22/ 127.50 GFLOPS | Progress: (200/252) | 1056.88 seach measure batch cost time: 40.449286222457886
[Task  9/12]  Current/Best:  105.29/ 127.50 GFLOPS | Progress: (208/252) | 1097.33 seach measure batch cost time: 41.796637296676636
[Task  9/12]  Current/Best:   51.89/ 127.50 GFLOPS | Progress: (216/252) | 1139.13 seach measure batch cost time: 42.65144944190979
[Task  9/12]  Current/Best:   83.89/ 127.50 GFLOPS | Progress: (224/252) | 1181.78 seach measure batch cost time: 44.04090595245361
[Task  9/12]  Current/Best:   54.52/ 127.50 GFLOPS | Progress: (232/252) | 1225.82 seach measure batch cost time: 42.956525564193726
[Task  9/12]  Current/Best:   55.16/ 127.50 GFLOPS | Progress: (240/252) | 1268.78 seach measure batch cost time: 41.833770751953125
[Task  9/12]  Current/Best:   34.52/ 127.50 GFLOPS | Progress: (248/252) | 1310.62 seach measure batch cost time: 23.001272439956665
[Task  9/12]  Current/Best:   63.16/ 127.50 GFLOPS | Progress: (252/252) | 1333.62 smeasure batch cost time: 1301.7040498256683
 Done.
n_trial= 252
early_stopping= 216.0
[Task 10/12]  Current/Best:    0.00/   0.00 GFLOPS | Progress: (0/252) | 0.00 seach measure batch cost time: 42.46499276161194
[Task 10/12]  Current/Best:   64.67/  91.79 GFLOPS | Progress: (8/252) | 44.87 seach measure batch cost time: 41.578234910964966
[Task 10/12]  Current/Best:   98.20/ 105.57 GFLOPS | Progress: (16/252) | 86.45 seach measure batch cost time: 41.67410326004028
[Task 10/12]  Current/Best:  100.19/ 105.57 GFLOPS | Progress: (24/252) | 128.12 seach measure batch cost time: 42.10508418083191
[Task 10/12]  Current/Best:   17.19/ 105.57 GFLOPS | Progress: (32/252) | 170.23 seach measure batch cost time: 41.396541595458984
[Task 10/12]  Current/Best:   80.14/ 126.68 GFLOPS | Progress: (40/252) | 211.63 seach measure batch cost time: 41.627344846725464
[Task 10/12]  Current/Best:   70.59/ 126.68 GFLOPS | Progress: (48/252) | 253.26 seach measure batch cost time: 42.93733525276184
[Task 10/12]  Current/Best:   53.00/ 126.68 GFLOPS | Progress: (56/252) | 296.20 seach measure batch cost time: 41.16468930244446
[Task 10/12]  Current/Best:   67.55/ 126.68 GFLOPS | Progress: (64/252) | 351.69 seach measure batch cost time: 40.9965877532959
[Task 10/12]  Current/Best:  113.63/ 126.98 GFLOPS | Progress: (72/252) | 392.69 seach measure batch cost time: 40.74100160598755
[Task 10/12]  Current/Best:  114.20/ 126.98 GFLOPS | Progress: (80/252) | 433.43 seach measure batch cost time: 40.751924991607666
[Task 10/12]  Current/Best:   98.11/ 126.98 GFLOPS | Progress: (88/252) | 474.19 seach measure batch cost time: 40.718994140625
[Task 10/12]  Current/Best:  119.47/ 126.98 GFLOPS | Progress: (96/252) | 514.91 seach measure batch cost time: 40.64932632446289
[Task 10/12]  Current/Best:  106.42/ 126.98 GFLOPS | Progress: (104/252) | 555.56 seach measure batch cost time: 41.100815773010254
[Task 10/12]  Current/Best:   92.26/ 129.49 GFLOPS | Progress: (112/252) | 596.66 seach measure batch cost time: 40.99219465255737
[Task 10/12]  Current/Best:   94.53/ 129.49 GFLOPS | Progress: (120/252) | 637.66 seach measure batch cost time: 40.75208067893982
[Task 10/12]  Current/Best:   68.15/ 129.49 GFLOPS | Progress: (128/252) | 687.00 seach measure batch cost time: 40.624380588531494
[Task 10/12]  Current/Best:   98.03/ 129.65 GFLOPS | Progress: (136/252) | 727.63 seach measure batch cost time: 41.34891653060913
[Task 10/12]  Current/Best:   96.11/ 129.65 GFLOPS | Progress: (144/252) | 768.98 seach measure batch cost time: 41.994893312454224
[Task 10/12]  Current/Best:  107.10/ 129.65 GFLOPS | Progress: (152/252) | 810.97 seach measure batch cost time: 42.17972755432129
[Task 10/12]  Current/Best:  110.69/ 129.65 GFLOPS | Progress: (160/252) | 853.16 seach measure batch cost time: 42.69732618331909
[Task 10/12]  Current/Best:  102.58/ 129.65 GFLOPS | Progress: (168/252) | 895.85 seach measure batch cost time: 33.85405611991882
[Task 10/12]  Current/Best:  103.32/ 129.65 GFLOPS | Progress: (176/252) | 929.71 seach measure batch cost time: 31.67380952835083
[Task 10/12]  Current/Best:   72.10/ 129.65 GFLOPS | Progress: (184/252) | 961.39 seach measure batch cost time: 32.56979537010193
[Task 10/12]  Current/Best:    8.67/ 129.65 GFLOPS | Progress: (192/252) | 1003.44 seach measure batch cost time: 31.26995348930359
[Task 10/12]  Current/Best:   82.91/ 129.65 GFLOPS | Progress: (200/252) | 1034.71 seach measure batch cost time: 31.4770987033844
[Task 10/12]  Current/Best:  100.71/ 129.65 GFLOPS | Progress: (208/252) | 1066.19 seach measure batch cost time: 31.45468044281006
[Task 10/12]  Current/Best:   93.64/ 129.65 GFLOPS | Progress: (216/252) | 1097.65 seach measure batch cost time: 31.48283314704895
[Task 10/12]  Current/Best:   89.74/ 129.65 GFLOPS | Progress: (224/252) | 1129.13 seach measure batch cost time: 33.68406128883362
[Task 10/12]  Current/Best:   51.63/ 129.65 GFLOPS | Progress: (232/252) | 1162.82 seach measure batch cost time: 31.811542987823486
[Task 10/12]  Current/Best:   33.15/ 129.65 GFLOPS | Progress: (240/252) | 1194.63 seach measure batch cost time: 32.60468149185181
[Task 10/12]  Current/Best:   64.24/ 129.65 GFLOPS | Progress: (248/252) | 1227.24 seach measure batch cost time: 17.315768718719482
[Task 10/12]  Current/Best:   63.23/ 129.65 GFLOPS | Progress: (252/252) | 1244.56 smeasure batch cost time: 1209.6947774887085
 Done.
n_trial= 252
early_stopping= 120.0
[Task 11/12]  Current/Best:    0.00/   0.00 GFLOPS | Progress: (0/252) | 0.00 seach measure batch cost time: 34.741984605789185
[Task 11/12]  Current/Best:   55.83/  93.96 GFLOPS | Progress: (8/252) | 37.34 seach measure batch cost time: 32.9173309803009
[Task 11/12]  Current/Best:   40.76/ 101.48 GFLOPS | Progress: (16/252) | 70.26 seach measure batch cost time: 37.22723865509033
[Task 11/12]  Current/Best:   51.37/ 101.48 GFLOPS | Progress: (24/252) | 107.49 seach measure batch cost time: 32.348716259002686
[Task 11/12]  Current/Best:   58.92/ 101.52 GFLOPS | Progress: (32/252) | 139.84 seach measure batch cost time: 33.15077233314514
[Task 11/12]  Current/Best:   75.34/ 108.59 GFLOPS | Progress: (40/252) | 173.00 seach measure batch cost time: 31.977014780044556
[Task 11/12]  Current/Best:  100.45/ 108.59 GFLOPS | Progress: (48/252) | 204.97 seach measure batch cost time: 34.941896200180054
[Task 11/12]  Current/Best:   34.17/ 108.59 GFLOPS | Progress: (56/252) | 239.92 seach measure batch cost time: 33.166504859924316
[Task 11/12]  Current/Best:   60.88/ 108.59 GFLOPS | Progress: (64/252) | 285.05 seach measure batch cost time: 31.856682062149048
[Task 11/12]  Current/Best:  104.73/ 108.59 GFLOPS | Progress: (72/252) | 316.91 seach measure batch cost time: 31.7367525100708
[Task 11/12]  Current/Best:   99.36/ 112.63 GFLOPS | Progress: (80/252) | 348.65 seach measure batch cost time: 32.029353857040405
[Task 11/12]  Current/Best:   86.52/ 112.63 GFLOPS | Progress: (88/252) | 380.68 seach measure batch cost time: 31.798010110855103
[Task 11/12]  Current/Best:   99.19/ 112.63 GFLOPS | Progress: (96/252) | 412.48 seach measure batch cost time: 32.02645969390869
[Task 11/12]  Current/Best:   68.20/ 112.63 GFLOPS | Progress: (104/252) | 444.51 seach measure batch cost time: 31.851327657699585
[Task 11/12]  Current/Best:  103.84/ 112.63 GFLOPS | Progress: (112/252) | 476.36 seach measure batch cost time: 32.20413827896118
[Task 11/12]  Current/Best:   63.88/ 112.63 GFLOPS | Progress: (120/252) | 508.57 seach measure batch cost time: 32.10214900970459
[Task 11/12]  Current/Best:   15.79/ 112.63 GFLOPS | Progress: (128/252) | 549.96 seach measure batch cost time: 31.74388813972473
[Task 11/12]  Current/Best:  111.70/ 112.63 GFLOPS | Progress: (136/252) | 581.70 seach measure batch cost time: 32.17553663253784
[Task 11/12]  Current/Best:   57.16/ 112.63 GFLOPS | Progress: (144/252) | 613.88 seach measure batch cost time: 31.94519281387329
[Task 11/12]  Current/Best:   78.75/ 112.63 GFLOPS | Progress: (152/252) | 645.83 seach measure batch cost time: 33.75842094421387
[Task 11/12]  Current/Best:   33.57/ 112.63 GFLOPS | Progress: (160/252) | 679.59 seach measure batch cost time: 36.92583632469177
[Task 11/12]  Current/Best:   31.01/ 112.63 GFLOPS | Progress: (168/252) | 716.52 seach measure batch cost time: 32.11980938911438
[Task 11/12]  Current/Best:    8.41/ 112.63 GFLOPS | Progress: (176/252) | 748.64 seach measure batch cost time: 39.17148995399475
[Task 11/12]  Current/Best:   34.31/ 112.63 GFLOPS | Progress: (184/252) | 787.81 seach measure batch cost time: 32.994619846343994
[Task 11/12]  Current/Best:   45.56/ 112.63 GFLOPS | Progress: (192/252) | 830.41 seach measure batch cost time: 31.921690464019775
[Task 11/12]  Current/Best:   75.19/ 112.63 GFLOPS | Progress: (200/252) | 862.33 smeasure batch cost time: 828.832816362381
 Done.
n_trial= 252
early_stopping= 133.33333333333334
[Task 12/12]  Current/Best:    0.00/   0.00 GFLOPS | Progress: (0/252) | 0.00 seach measure batch cost time: 33.54479169845581
[Task 12/12]  Current/Best:   21.80/  54.09 GFLOPS | Progress: (8/252) | 36.16 seach measure batch cost time: 33.82847332954407
[Task 12/12]  Current/Best:   27.37/  72.23 GFLOPS | Progress: (16/252) | 69.99 seach measure batch cost time: 32.22791910171509
[Task 12/12]  Current/Best:   44.67/  72.23 GFLOPS | Progress: (24/252) | 102.22 seach measure batch cost time: 32.72081780433655
[Task 12/12]  Current/Best:   47.49/  72.23 GFLOPS | Progress: (32/252) | 134.95 seach measure batch cost time: 32.47169351577759
[Task 12/12]  Current/Best:   42.10/  72.23 GFLOPS | Progress: (40/252) | 167.42 seach measure batch cost time: 33.06639099121094
[Task 12/12]  Current/Best:   31.72/  72.23 GFLOPS | Progress: (48/252) | 200.49 seach measure batch cost time: 35.71881413459778
[Task 12/12]  Current/Best:   24.11/  72.23 GFLOPS | Progress: (56/252) | 236.21 seach measure batch cost time: 32.67913222312927
[Task 12/12]  Current/Best:   15.36/  72.23 GFLOPS | Progress: (64/252) | 281.90 seach measure batch cost time: 31.543935537338257
[Task 12/12]  Current/Best:   83.84/  83.84 GFLOPS | Progress: (72/252) | 313.45 seach measure batch cost time: 31.6221981048584
[Task 12/12]  Current/Best:   63.84/  83.84 GFLOPS | Progress: (80/252) | 345.07 seach measure batch cost time: 31.582390546798706
[Task 12/12]  Current/Best:   61.00/  83.84 GFLOPS | Progress: (88/252) | 376.66 seach measure batch cost time: 31.57773756980896
[Task 12/12]  Current/Best:   74.34/  83.84 GFLOPS | Progress: (96/252) | 408.24 seach measure batch cost time: 31.727293014526367
[Task 12/12]  Current/Best:   54.46/  83.84 GFLOPS | Progress: (104/252) | 439.97 seach measure batch cost time: 31.78598117828369
[Task 12/12]  Current/Best:   59.72/  83.84 GFLOPS | Progress: (112/252) | 471.75 seach measure batch cost time: 31.674293041229248
[Task 12/12]  Current/Best:   71.87/  83.84 GFLOPS | Progress: (120/252) | 503.43 seach measure batch cost time: 39.31504845619202
[Task 12/12]  Current/Best:   32.57/  83.84 GFLOPS | Progress: (128/252) | 552.11 seach measure batch cost time: 32.45184254646301
[Task 12/12]  Current/Best:   46.36/  83.84 GFLOPS | Progress: (136/252) | 584.56 seach measure batch cost time: 32.088383436203
[Task 12/12]  Current/Best:   52.18/  83.84 GFLOPS | Progress: (144/252) | 616.65 seach measure batch cost time: 31.97174835205078
[Task 12/12]  Current/Best:   48.78/  83.84 GFLOPS | Progress: (152/252) | 648.63 seach measure batch cost time: 34.63021397590637
[Task 12/12]  Current/Best:   44.91/  83.84 GFLOPS | Progress: (160/252) | 683.26 seach measure batch cost time: 32.459092140197754
[Task 12/12]  Current/Best:   46.85/  83.84 GFLOPS | Progress: (168/252) | 715.72 seach measure batch cost time: 32.303414821624756
[Task 12/12]  Current/Best:   40.45/  83.84 GFLOPS | Progress: (176/252) | 748.03 seach measure batch cost time: 36.26211881637573
[Task 12/12]  Current/Best:   28.92/  83.84 GFLOPS | Progress: (184/252) | 784.29 seach measure batch cost time: 35.77564287185669
[Task 12/12]  Current/Best:   24.09/  83.84 GFLOPS | Progress: (192/252) | 829.10 seach measure batch cost time: 31.985137462615967
[Task 12/12]  Current/Best:   41.05/  83.84 GFLOPS | Progress: (200/252) | 861.09 seach measure batch cost time: 32.16219639778137
[Task 12/12]  Current/Best:   47.35/  83.84 GFLOPS | Progress: (208/252) | 893.25 smeasure batch cost time: 859.1767010688782
 Done.
Compile...
Evaluate inference time cost...
Mean inference time (std dev): 30.17 ms (0.88 ms)
